"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1431,"George Henry Williams","People","George Henry Williams was serving as the 32nd Attorney General when Ulysses Grant nominated him for Chief Justice; with opposition in the Senate, the nomination was withdrawn. Previously, Williams had served as Chief Justice of the Oregon Territory and Senator; in later years he was mayor of Portland.","1871","1875","Grant",,,,,
1432,"George W. Woodward","People","Nominated by James K. Polk to fill the vacancy of Justice Henry Baldwin, Woodward, a Pennsylvania state judge, was not confirmed in the Senate, by vote of 20-29. He later went on to serve on the Pennsylvania Supreme Court, including as Chief Justice, and as a Congressman.","1867","1871","Polk",,,,,
1433,"Harriet Miers","People","A longtime lawyer, Harriet Miers served the George W. Bush administration as Deputy Chief of Staff and as the 31st White House Counsel. While in the latter role, she was nominated to replace Justice Sandra O'Connor on the Supreme Court. A lack of Senate support, however, led to the withdrawal of the nomination.","2005","2007","G.W. Bush",,,,,
1434,"Henry Stanbery","People","The 1st Ohio Attorney General, and 28th U.S. Attorney General under Andrew Johnson, Henry Stanbery was nominated by Johnson to the Supreme Court. The Anti-Johnson Senate not only failed to act on the nomination, but reduced the number of seats on the Court. Stanbery represented Johnson during his impeachment.","1866","1868","A. Johnson",,,,,
1435,"Jeremiah S. Black","People","A Chief Justice of the Pennsylvania Supreme Court, Black became the 24th Attorney General under President Buchanan (and also the 23rd Secretary of State). Buchanan nominated Black to the Supreme Court, but he was rejected by the Senate. He then briefly served as the Court's 6th Reporter of Decisions.","1860","1861","Buchanan",,,,,
1436,"John C. Spencer","People","A state legislator and Congressman, John C. Spencer served as both the 17th Secretary of War and the 16th Secretary of the Treasury under President John Tyler. Tyler also nominated Spencer to a seat on the Supreme Court, but Tyler's unpopularity in the Senate led to a 21-26 defeat for Spencer.","1843","1844","Tyler",,,,,
1437,"John J. Parker","People","A North Carolinian serving on the Fourth Circuit (appointed by Coolidge), John J. Parker  was nominated to the Supreme Court by President Hoover. Opposition by groups including the NAACP and the American Federation of Labor led to a 39-41 rejection in the Senate. Parker continued a long career on the 4th Circuit.","1925","1958","Coolidge",,,,,
1438,"John Jordan Crittenden","People","John J. Crittenden served Kentucky as a Congressman, as a Senator (4 times), and as its 17th Governor. He was twice Attorney General, first under William Henry Harrison and John Tyler, and again under Fillmore. He was nominated to the Supreme Court by John Quincy Adams, but the Senate failed to act on his nomination.","1850","1853","Fillmore",,,,,
1439,"John Meredith Read","People","Both of John Read's grandfathers served in the Continental Congress. After serving as a U.S. Attorney, Read was appointed to the Supreme Court by John Tyler, whose unpopularity in the Senate caused the nomination to founder. Read later sat on the Pennsylvania Supreme Court.","1858","1872","Tyler",,,,,
1440,"Reuben Hyde Walworth","People","A congressman and the last Chancellor of New York, Reuben Hyde Walworth was yet another of President John Tyler's failed Supreme Court nominees. With few allies in the Senate, Tyler withdrew Walworth's nomination in favor of John C. Spencer's, only to re-nominate Walworth when Spencer's nomination also failed.","1823","1825","Tyler",,,,,
1441,"Robert H. Harrison","People","A Revolutionary War lieutenant colonel and Chief Justice of the Maryland General Court, Robert H. Harrison was nominated to the Supreme Court by George Washington. Although confirmed by the Senate, Harrison was in poor health and declined. He received 6 electoral votes in the first presidential election.","1781","1790","Washington",,,,,
1442,"Roscoe Conkling","People","A New York congressman and senator, Conkling declined an offer of the Chief Justiceship from President Grant.  Later he was nominated to the Court by President Arthur, confirmed by the Senate, and then declined the position, the last person to be confirmed and to decline.","1867","1881",,,,,,
1443,"Wheeler Hazard Peckham","People","The brother of Supreme Court Justice Rufus W. Peckham, President Cleveland nominated Wheeler to the Court prior to nominating his brother. Wheeler had invoked the wrath of fellow New Yorker, Senator David Hill. Hill prevailed and Wheeler's nomination was defeated.","1833","1905","Cleveland",,,,,
1444,"William B. Hornblower","People","One of two of President Grover Cleveland's Supreme Court nominees to be derailed by New York Senator David B. Hill, William Hornblower was to be considered a second time by Cleveland, but declined. He eventually gained a seat on the New York City Court of Appeals, but resigned almost immediately due to poor health.","1914","1914","Cleveland",,,,,
1445,"William Chatfield Micou","People","A New Orleans attorney, William C. Micou was the third attempt by President Fillmore to fill Justice McKinley's seat on the Supreme Court (4th, if one counts declined offers). The Dem Senate rejected the Whig nominee. The seat was filled shortly thereafter when Franklin Pierce became president.","1806","1854","Fillmore",,,,,
1446,"William Homer Thornberry","People","An 8-term congressman, LBJ appointed William Thornberry to both the district court and 5th Circuit. When LBJ nominated Abe Fortas to Chief Justice, he nominated Thornberry to Fortas's associate justice position. When the Fortas nomination crumbled, so did Thornberry's. He was the last nominee to serve in Congress.","1965","1978","L.B. Johnson",,,,,
1447,"A. Leon Higginbotham, Jr.","People","Leon Higginbotham was a federal judge, first with the Eastern District of Pennsylvania and later the 3rd Circuit, including a stint as Chief Judge. He was the first black judge on the 3rd Circuit.  In 1995, he was awarded the Presidential Medal of Freedom. He was appointed to the appellate court by Carter.","1977","1993","Carter",,,,,
1448,"Abner J. Mikva","People","Judge Mikva is one of the few people to serve in all 3 branches of the federal government, serving as a Congressman from Illinois, a judge of the U.S. Court of Appeals for the D.C. Circuit, and White House counsel under President Clinton.","1979","1994","Carter",,,,,
1449,"Alex Kozinski","People","Judge Alex Kozinski was appointed to the Ninth Circuit Court of Appeals by President Reagan at the age of 35, making him the youngest federal appellate judge at the time of appointment.  Out of law school, he clerked for then-Judge Anthony Kennedy on the 9th Circuit and for Chief Justice Burger.","1985","present","Reagan",,,,,
1450,"Alfred P. Murrah","People","Alfred P. Murrah was a U.S. District Court and, later, 10th Circuit judge, appointed to both courts by President Franklin D. Roosevelt. As a trial judge, he was notable for his early adoption of pretrial conferences. The federal building destroyed in the Oklahoma City bombing was named for him.","1940","1970","F.D. Roosevelt",,,,,
1451,"Arthur T. Vanderbilt","People","A former president of the ABA, Vanderbilt became the first Chief Justice of New Jersey following adoption of a new state constitution that modified the state's judiciary. As New Jersey's Chief Justice, he was a mentor to then fellow NJ Supreme Court Justice William Brennan.","1948","1957",,,,,,
1452,"Augustus Noble Hand","People","The first cousin of Learned Hand, Augustus also served on both the Southern District of New York and Second Circuit courts, sometimes overlapping service time with his cousin.  He has the distinction of having been appointed to the district court by a Democrat (Wilson) and to the circuit court by a Republican (Coolidge).","1928","1954","Coolidge",,,,,
1453,"David L. Bazelon","People","Appointed by President Truman to the D.C. Circuit Court at the age of 40, Bazelon, who served as Chief Judge for 16 years, was the youngest person ever appointed to that court. His career was notable for his championing of the rights of those suffering from mental diseases and defects.","1949","1979","Truman",,,,,
1454,"Frank H. Easterbrook","People","One of the most cited appellate judges, Frank Easterbrook was appointed to the U.S. Court of Appeals for the Seventh Circuit by President Reagan, and served a 7-year stint as chief judge of that court. He worked as a Deputy Solicitor General under SG Robert Bork.","1985","present","Reagan",,,,,
